id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
7475611,2010-01-01 06:10:00,1797,1127,$28.84,Online Transaction,15143,ONLINE,,,4784,Bad Expiration
7475612,2010-01-01 06:11:00,1640,4967,$-84.00,Swipe Transaction,61195,Adrian,MI,49221.0,5541,
7475614,2010-01-01 06:13:00,89,2998,$121.66,Swipe Transaction,5495,Mesilla Park,NM,88047.0,5932,
7475615,2010-01-01 06:13:00,425,5149,$1.69,Swipe Transaction,14528,Marina,CA,93933.0,5499,
7475616,2010-01-01 06:13:00,679,5972,$2.99,Swipe Transaction,75703,Jackson Center,PA,16133.0,5812,
7475617,2010-01-01 06:13:00,1054,3860,$74.60,Swipe Transaction,60569,Banks,OR,97106.0,5300,
7475619,2010-01-01 06:14:00,634,3375,$10.70,Swipe Transaction,569,Independence,OH,44131.0,5300,
7475620,2010-01-01 06:14:00,827,2836,$6.66,Swipe Transaction,75781,Utica,NY,13501.0,5411,
7475621,2010-01-01 06:14:00,1516,1002,$23.83,Swipe Transaction,52436,Milpitas,CA,95035.0,5310,
7475622,2010-01-01 06:15:00,497,2829,$4.87,Swipe Transaction,69972,Sioux Falls,SD,57110.0,5814,
7475623,2010-01-01 06:16:00,135,2808,$-148.00,Online Transaction,90999,ONLINE,,,4722,
7475624,2010-01-01 06:16:00,759,3716,$-66.00,Swipe Transaction,59935,Franklin,TN,37067.0,5499,
7475625,2010-01-01 06:16:00,1315,5434,$11.70,Swipe Transaction,75781,Mulkeytown,IL,62865.0,5411,
7475627,2010-01-01 06:16:00,1678,4680,$6.58,Swipe Transaction,17493,Wethersfield,CT,6109.0,5812,
7475628,2010-01-01 06:16:00,1703,2969,$7.35,Swipe Transaction,68671,Grand Junction,CO,81506.0,5541,
7475630,2010-01-01 06:16:00,1849,5904,$2.67,Swipe Transaction,86058,Tacoma,WA,98445.0,5411,
7475632,2010-01-01 06:17:00,1675,4692,$-86.00,Swipe Transaction,43293,Puyallup,WA,98373.0,5499,
7475633,2010-01-01 06:17:00,1851,5528,$120.00,Swipe Transaction,27092,Youngsville,NC,27596.0,4829,
7475634,2010-01-01 06:18:00,571,5960,$1.77,Swipe Transaction,49903,Martinsburg,WV,25401.0,5411,
7475635,2010-01-01 06:18:00,759,3716,$2.98,Swipe Transaction,59935,Franklin,TN,37067.0,5499,
7475636,2010-01-01 06:18:00,1052,3651,$18.26,Online Transaction,15143,ONLINE,,,4784,
7475637,2010-01-01 06:18:00,1799,5909,$4.90,Swipe Transaction,27907,Woodinville,WA,98077.0,5812,
7475638,2010-01-01 06:19:00,122,2034,$35.51,Swipe Transaction,13646,Orlando,FL,32810.0,7538,
7475639,2010-01-01 06:19:00,557,5570,$24.22,Swipe Transaction,98552,Canton,NC,28716.0,4121,
7475640,2010-01-01 06:19:00,946,97,$1.04,Swipe Transaction,56979,Latrobe,PA,15650.0,5411,
7475641,2010-01-01 06:19:00,1299,3263,$27.28,Online Transaction,39021,ONLINE,,,4784,
7475642,2010-01-01 06:19:00,1675,4692,$86.00,Swipe Transaction,43293,Puyallup,WA,98373.0,5499,
7475643,2010-01-01 06:19:00,1797,1127,$38.58,Online Transaction,15143,ONLINE,,,4784,Bad Card Number
7475644,2010-01-01 06:20:00,477,2450,$2.69,Swipe Transaction,20519,Howland,ME,4448.0,5942,
7475645,2010-01-01 06:20:00,1843,4553,$3.11,Swipe Transaction,79664,Manteno,IL,60950.0,5814,
7475646,2010-01-01 06:21:00,1640,4967,$77.59,Swipe Transaction,61195,Adrian,MI,49221.0,5541,
7475647,2010-01-01 06:21:00,1694,5944,$39.14,Swipe Transaction,1743,Stamford,CT,6902.0,5912,
7475648,2010-01-01 06:21:00,1777,4557,$101.79,Swipe Transaction,30286,Burke,VA,22015.0,4814,
7475649,2010-01-01 06:22:00,973,3833,$35.53,Swipe Transaction,98374,Crenshaw,MS,38621.0,5411,
7475650,2010-01-01 06:23:00,628,2579,$-95.00,Swipe Transaction,59935,Narberth,PA,19072.0,5499,
7475651,2010-01-01 06:23:00,754,4122,$39.07,Swipe Transaction,31893,Myrtle Beach,SC,29587.0,5311,
7475652,2010-01-01 06:23:00,1138,2122,$36.33,Online Transaction,39021,ONLINE,,,4784,
7475654,2010-01-01 06:24:00,327,5512,$47.61,Online Transaction,39021,ONLINE,,,4784,
7475655,2010-01-01 06:24:00,628,2579,$79.41,Swipe Transaction,59935,Narberth,PA,19072.0,5499,
7475658,2010-01-01 06:24:00,1516,1002,$4.13,Swipe Transaction,78454,Milpitas,CA,95035.0,5812,
7475659,2010-01-01 06:24:00,1944,1059,$100.00,Swipe Transaction,27092,Cleveland,OH,44135.0,4829,
7475660,2010-01-01 06:25:00,81,96,$3.37,Swipe Transaction,50783,Bulverde,TX,78163.0,5411,
7475661,2010-01-01 06:25:00,557,5570,$2.36,Swipe Transaction,50783,Canton,NC,28716.0,5411,
7475662,2010-01-01 06:25:00,676,3910,$2.27,Swipe Transaction,44919,Luther,OK,73054.0,5814,
7475663,2010-01-01 06:26:00,64,5429,$190.91,Swipe Transaction,14914,Ocoee,FL,34761.0,7995,
7475664,2010-01-01 06:26:00,1445,4716,$3.86,Online Transaction,39021,ONLINE,,,4784,
7475665,2010-01-01 06:26:00,1640,4967,$84.00,Swipe Transaction,61195,Adrian,MI,49221.0,5541,
7475666,2010-01-01 06:27:00,515,5078,$4.37,Swipe Transaction,91264,Longview,TX,75604.0,5814,
7475670,2010-01-01 06:29:00,1774,4516,$1.37,Swipe Transaction,61195,Minneapolis,MN,55421.0,5541,
7475671,2010-01-01 06:30:00,177,3715,$100.00,Swipe Transaction,27092,Memphis,TN,38116.0,4829,
7475672,2010-01-01 06:30:00,636,3420,$-52.00,Swipe Transaction,59935,Chicago,IL,60623.0,5499,
7475673,2010-01-01 06:30:00,1477,4947,$28.54,Swipe Transaction,75781,Mechanicsburg,OH,43044.0,5411,
7475674,2010-01-01 06:30:00,1485,4736,$76.07,Swipe Transaction,69956,Longview,TX,75602.0,5310,
7475676,2010-01-01 06:31:00,46,2925,$11.00,Swipe Transaction,78499,Howard Beach,NY,11414.0,5812,
7475677,2010-01-01 06:31:00,122,2034,$23.84,Swipe Transaction,13646,Orlando,FL,32810.0,7538,
7475679,2010-01-01 06:32:00,748,1067,$10.64,Swipe Transaction,20519,Houston,TX,77064.0,5942,
7475680,2010-01-01 06:32:00,1979,2812,$12.35,Swipe Transaction,50783,Boca Raton,FL,33487.0,5411,
7475681,2010-01-01 06:33:00,94,2890,$67.00,Swipe Transaction,59935,Claremont,NC,28610.0,5499,
7475682,2010-01-01 06:33:00,278,3919,$106.82,Swipe Transaction,40538,Houston,TX,77056.0,5912,
7475683,2010-01-01 06:33:00,415,3225,$3.50,Swipe Transaction,55250,Washington Court House,OH,43160.0,5411,
7475684,2010-01-01 06:33:00,565,5459,$106.64,Swipe Transaction,88647,Carrollton,TX,75006.0,4900,
7475685,2010-01-01 06:33:00,797,5428,$-74.00,Swipe Transaction,59935,Honolulu,HI,96825.0,5499,
7475687,2010-01-01 06:35:00,1381,3738,$8.96,Swipe Transaction,61195,Mentor,OH,44060.0,5541,
7475688,2010-01-01 06:35:00,1969,4981,$100.00,Swipe Transaction,27092,Longboat Key,FL,34228.0,4829,
7475689,2010-01-01 06:36:00,1719,2058,$1.79,Swipe Transaction,51755,Miami,FL,33179.0,5411,
7475691,2010-01-01 06:37:00,797,5428,$46.32,Swipe Transaction,59935,Honolulu,HI,96825.0,5499,
7475692,2010-01-01 06:37:00,1145,5444,$2.63,Swipe Transaction,75936,Appleton,WI,54913.0,5814,
7475693,2010-01-01 06:37:00,1430,2813,$56.00,Swipe Transaction,61195,Urbandale,IA,50322.0,5541,
7475694,2010-01-01 06:37:00,1956,2451,$1.61,Swipe Transaction,14528,Anaheim,CA,92804.0,5499,
7475696,2010-01-01 06:38:00,898,4660,$3.31,Swipe Transaction,28620,Allentown,PA,18102.0,5812,
7475697,2010-01-01 06:38:00,1274,1075,$7.08,Swipe Transaction,59935,Pascoag,RI,2859.0,5499,
7475698,2010-01-01 06:38:00,1492,5452,$6.38,Swipe Transaction,50783,Bothell,WA,98011.0,5411,
7475699,2010-01-01 06:38:00,1604,2188,$3.66,Online Transaction,85247,ONLINE,,,5815,
7475700,2010-01-01 06:39:00,137,5442,$4.95,Swipe Transaction,14532,Johnson City,TN,37604.0,5411,
7475701,2010-01-01 06:39:00,797,5428,$74.00,Swipe Transaction,59935,Honolulu,HI,96825.0,5499,
7475704,2010-01-01 06:40:00,1144,2223,$28.01,Swipe Transaction,36934,Houston,TX,77086.0,7538,
7475705,2010-01-01 06:40:00,1326,5427,$3.50,Swipe Transaction,75781,Somerset,NJ,8873.0,5411,
7475706,2010-01-01 06:40:00,1376,2182,$3.97,Swipe Transaction,50379,Cedar Park,TX,78613.0,5411,
7475707,2010-01-01 06:41:00,636,3420,$34.68,Swipe Transaction,13646,Chicago,IL,60624.0,7538,
7475709,2010-01-01 06:41:00,840,37,$105.70,Swipe Transaction,61195,San Francisco,CA,94131.0,5541,
7475708,2010-01-01 06:41:00,840,37,$87.00,Swipe Transaction,61195,San Francisco,CA,94131.0,5541,
7475711,2010-01-01 06:41:00,1678,4680,$4.96,Swipe Transaction,17493,Wethersfield,CT,6109.0,5812,
7475712,2010-01-01 06:41:00,1898,4543,$40.40,Online Transaction,39021,ONLINE,,,4784,
7475714,2010-01-01 06:42:00,1242,5102,$12.05,Swipe Transaction,59935,Chicago,IL,60620.0,5499,
7475715,2010-01-01 06:42:00,1439,235,$1.26,Swipe Transaction,14528,New Market,TN,37820.0,5499,
7475717,2010-01-01 06:42:00,1844,3702,$6.96,Swipe Transaction,25887,Corpus Christi,TX,78410.0,5814,
7475718,2010-01-01 06:43:00,1356,4752,$2.92,Swipe Transaction,20519,Farmington,MN,55024.0,5942,
7475719,2010-01-01 06:43:00,1651,4181,$3.78,Swipe Transaction,23671,San Antonio,TX,78255.0,5812,
7475720,2010-01-01 06:43:00,1791,4587,$23.44,Online Transaction,39021,ONLINE,,,4784,
7475721,2010-01-01 06:44:00,161,5588,$2.52,Swipe Transaction,59935,Waco,TX,76707.0,5499,
7475722,2010-01-01 06:44:00,1091,3334,$6.46,Swipe Transaction,26810,Baltimore,MD,21224.0,5541,
7475723,2010-01-01 06:44:00,1193,5962,$12.13,Swipe Transaction,78454,Poughkeepsie,NY,12603.0,5812,
7475724,2010-01-01 06:44:00,1516,1002,$17.78,Swipe Transaction,710,Milpitas,CA,95035.0,5912,
7475725,2010-01-01 06:44:00,1542,2906,$26.13,Swipe Transaction,78821,Cleveland,OH,44118.0,5912,
7475726,2010-01-01 06:45:00,4,3413,$250.03,Swipe Transaction,69965,Las Vegas,NV,89109.0,7995,
7475727,2010-01-01 06:45:00,636,3420,$52.00,Swipe Transaction,59935,Chicago,IL,60623.0,5499,
7475728,2010-01-01 06:45:00,1314,2911,$3.02,Swipe Transaction,61195,New Braunfels,TX,78130.0,5541,
7475729,2010-01-01 06:45:00,1783,10,$1.68,Swipe Transaction,50783,Oakland,CA,94606.0,5411,
7475730,2010-01-01 06:46:00,11,243,$192.29,Online Transaction,52100,ONLINE,,,7801,
7475731,2010-01-01 06:47:00,2,3298,$0.72,Swipe Transaction,60569,Bronx,NY,10462.0,5300,
7475732,2010-01-01 06:47:00,366,2934,$2.03,Swipe Transaction,43293,Oshkosh,WI,54902.0,5499,
7475733,2010-01-01 06:47:00,408,4960,$19.72,Swipe Transaction,59935,Barron,WI,54812.0,5499,
7475734,2010-01-01 06:47:00,1797,1127,$46.63,Online Transaction,15143,ONLINE,,,4784,
7475735,2010-01-01 06:48:00,503,1088,$2.43,Swipe Transaction,61195,Chicago,IL,60629.0,5541,
7475736,2010-01-01 06:48:00,1430,2813,$58.60,Swipe Transaction,61195,Urbandale,IA,50322.0,5541,
7475737,2010-01-01 06:49:00,119,5980,$178.53,Online Transaction,73186,ONLINE,,,4814,
7475738,2010-01-01 06:49:00,366,2934,$25.80,Swipe Transaction,99381,Oshkosh,WI,54901.0,4121,
7475739,2010-01-01 06:49:00,847,5107,$100.00,Swipe Transaction,27092,Billings,OK,74630.0,4829,
7475740,2010-01-01 06:49:00,1288,2428,$42.68,Swipe Transaction,19964,Killeen,TX,76542.0,5311,
7475741,2010-01-01 06:50:00,94,2890,$-67.00,Swipe Transaction,59935,Claremont,NC,28610.0,5499,
7475742,2010-01-01 06:50:00,1430,2813,$-56.00,Swipe Transaction,61195,Urbandale,IA,50322.0,5541,
7475743,2010-01-01 06:50:00,1531,2573,$14.10,Swipe Transaction,53326,Summerville,GA,30747.0,5921,
7475744,2010-01-01 06:50:00,1920,5579,$103.79,Online Transaction,96529,ONLINE,,,4899,
7475745,2010-01-01 06:51:00,303,984,$92.22,Swipe Transaction,35166,Windsor,CO,80550.0,5411,
7475747,2010-01-01 06:51:00,547,5526,$1.38,Swipe Transaction,72351,Delavan,WI,53115.0,5541,
7475749,2010-01-01 06:51:00,1133,2586,$1153.61,Swipe Transaction,29742,Coraopolis,PA,15108.0,3256,
7475750,2010-01-01 06:51:00,1456,5935,$120.00,Swipe Transaction,27092,Lucedale,MS,39452.0,4829,
7475751,2010-01-01 06:52:00,1098,4626,$46.25,Swipe Transaction,40616,Battle Creek,IA,51006.0,7349,
7475752,2010-01-01 06:52:00,1718,2029,$10.60,Swipe Transaction,20519,Spring Valley,CA,91977.0,5942,
7475753,2010-01-01 06:52:00,1811,3238,$0.88,Swipe Transaction,59251,Los Altos,CA,94024.0,5411,
7475754,2010-01-01 06:53:00,17,4962,$89.46,Swipe Transaction,50783,Banner Elk,NC,28604.0,5411,
7475755,2010-01-01 06:53:00,1696,2408,$3.41,Swipe Transaction,75781,Merritt Island,FL,32953.0,5411,
7475756,2010-01-01 06:54:00,839,4725,$68.98,Swipe Transaction,71750,Bethlehem,CT,6751.0,5655,
7475758,2010-01-01 06:55:00,428,3842,$78.66,Swipe Transaction,90865,Lebanon,NH,3766.0,5311,
7475759,2010-01-01 06:55:00,822,2558,$10.64,Swipe Transaction,34488,Arcadia,CA,91007.0,7802,
7475760,2010-01-01 06:55:00,840,37,$-87.00,Swipe Transaction,61195,San Francisco,CA,94131.0,5541,
7475761,2010-01-01 06:55:00,1177,4164,$4.00,Swipe Transaction,78454,Newark,DE,19711.0,5812,
7475762,2010-01-01 06:55:00,1268,4965,$34.25,Swipe Transaction,27601,Yoakum,TX,77995.0,7538,
7475763,2010-01-01 06:55:00,1269,4147,$39.39,Online Transaction,96246,ONLINE,,,4784,
7475765,2010-01-01 06:56:00,277,5362,$60.00,Swipe Transaction,27092,Grenada,MS,38901.0,4829,
7475766,2010-01-01 06:57:00,94,2890,$40.72,Swipe Transaction,59935,Claremont,NC,28610.0,5499,
7475767,2010-01-01 06:57:00,364,4623,$57.39,Swipe Transaction,75781,Andersonville,TN,37705.0,5411,
7475768,2010-01-01 06:57:00,1382,1110,$3.43,Swipe Transaction,69972,Dallas,TX,75253.0,5814,
7475770,2010-01-01 06:58:00,636,3420,$8.28,Swipe Transaction,59935,Chicago,IL,60623.0,5499,
7475771,2010-01-01 06:58:00,1189,164,$60.00,Swipe Transaction,27092,Albany,NY,12209.0,4829,
7475772,2010-01-01 06:59:00,38,2526,$38.50,Online Transaction,39021,ONLINE,,,4784,
7475773,2010-01-01 06:59:00,757,5458,$100.00,Swipe Transaction,27092,Brooklyn,NY,11236.0,4829,
7475774,2010-01-01 06:59:00,938,231,$2.36,Swipe Transaction,50783,Lawrence,KS,66046.0,5411,
7475775,2010-01-01 06:59:00,1147,2042,$6.71,Swipe Transaction,25408,Houston,TX,77052.0,5812,
7475776,2010-01-01 06:59:00,1176,5003,$6.90,Swipe Transaction,46284,Oakland City,IN,47660.0,5411,
7475777,2010-01-01 06:59:00,1817,2530,$28.13,Online Transaction,18563,ONLINE,,,4121,
7475779,2010-01-01 07:00:00,605,212,$86.73,Swipe Transaction,47370,Brooklyn,NY,11210.0,5912,
7475780,2010-01-01 07:00:00,837,160,$8.45,Swipe Transaction,22204,Quincy,MA,2169.0,5541,
7475781,2010-01-01 07:00:00,980,5052,$1.72,Swipe Transaction,63765,Gwynn Oak,MD,21207.0,5812,
7475782,2010-01-01 07:01:00,165,2559,$56.40,Swipe Transaction,9041,Oakland,CA,94611.0,5912,
7475783,2010-01-01 07:01:00,580,2961,$49.46,Online Transaction,39021,ONLINE,,,4784,
7475784,2010-01-01 07:01:00,1640,4967,$39.12,Swipe Transaction,20519,Spring Arbor,MI,49283.0,5942,
7475785,2010-01-01 07:01:00,1910,3242,$22.39,Online Transaction,39021,ONLINE,,,4784,
7475786,2010-01-01 07:02:00,190,4621,$2.16,Swipe Transaction,75781,Waukegan,IL,60085.0,5411,
7475787,2010-01-01 07:02:00,321,35,$6.10,Swipe Transaction,20763,Merrill,WI,54452.0,5921,
7475789,2010-01-01 07:02:00,437,3271,$90.00,Swipe Transaction,61195,Arnold,MD,21012.0,5541,
7475790,2010-01-01 07:02:00,1214,5508,$2.03,Swipe Transaction,30928,Franklin,MA,2038.0,5541,
7475791,2010-01-01 07:02:00,1305,2026,$94.00,Swipe Transaction,22204,Millington,TN,38053.0,5541,
7475792,2010-01-01 07:02:00,1424,4710,$-72.00,Swipe Transaction,59935,Kingman,AZ,86401.0,5499,Insufficient Balance
7475793,2010-01-01 07:02:00,1786,5463,$5.37,Swipe Transaction,75781,Massillon,OH,44646.0,5411,
7475794,2010-01-01 07:02:00,1963,4565,$4.60,Swipe Transaction,78854,Vacaville,CA,95687.0,5411,
7475795,2010-01-01 07:03:00,249,4292,$34.80,Swipe Transaction,48919,Rialto,CA,92377.0,5311,
7475798,2010-01-01 07:03:00,1097,4690,$3.82,Swipe Transaction,22204,Ludington,MI,49431.0,5541,
7475799,2010-01-01 07:03:00,1858,2146,$156.00,Swipe Transaction,5970,Pacoima,CA,91331.0,8099,
7475801,2010-01-01 07:04:00,1028,139,$57.68,Online Transaction,96246,ONLINE,,,4784,
7475802,2010-01-01 07:04:00,1073,2547,$80.00,Swipe Transaction,27092,Shipshewana,IN,46565.0,4829,
7475803,2010-01-01 07:05:00,795,5162,$2.61,Swipe Transaction,20884,Dallas,TX,75208.0,5812,
7475804,2010-01-01 07:05:00,1727,5982,$162.91,Online Transaction,73186,ONLINE,,,4814,
7475806,2010-01-01 07:05:00,1840,4568,$2.02,Swipe Transaction,35451,Beaverton,OR,97005.0,5812,
7475807,2010-01-01 07:06:00,316,5857,$48.72,Online Transaction,89949,ONLINE,,,7996,
7475808,2010-01-01 07:06:00,478,1099,$25.44,Swipe Transaction,9556,Suwanee,GA,30024.0,7538,
7475809,2010-01-01 07:06:00,860,5782,$36.37,Swipe Transaction,36385,Silver Spring,MD,20901.0,5813,
7475810,2010-01-01 07:06:00,1198,2804,$43.27,Online Transaction,41122,ONLINE,,,4784,
7475811,2010-01-01 07:07:00,323,2135,$6.74,Swipe Transaction,7237,Newcastle,CA,95658.0,5812,
7475812,2010-01-01 07:07:00,615,1128,$2.10,Swipe Transaction,26603,Alvin,TX,77511.0,5411,
7475813,2010-01-01 07:07:00,762,1080,$45.18,Swipe Transaction,42858,Edison,OH,43320.0,7538,
7475814,2010-01-01 07:07:00,1323,2980,$2.33,Swipe Transaction,20519,Roswell,NM,88201.0,5942,
7475815,2010-01-01 07:07:00,1362,0,$66.00,Swipe Transaction,59935,Bladensburg,MD,20710.0,5499,
7475816,2010-01-01 07:07:00,1382,2838,$64.00,Swipe Transaction,59935,Dallas,TX,75254.0,5499,
7475817,2010-01-01 07:08:00,46,2925,$-73.00,Swipe Transaction,50867,Kew Gardens,NY,11415.0,5541,
7475818,2010-01-01 07:08:00,366,2934,$49.17,Swipe Transaction,27601,Oshkosh,WI,54901.0,7538,
7475819,2010-01-01 07:08:00,511,1038,$21.50,Swipe Transaction,79038,Phoenix,AZ,85015.0,7538,
7475820,2010-01-01 07:08:00,549,98,$41.95,Swipe Transaction,60569,Pompano Beach,FL,33063.0,5300,
7475821,2010-01-01 07:08:00,1305,2026,$78.90,Swipe Transaction,22204,Millington,TN,38053.0,5541,
7475822,2010-01-01 07:08:00,1963,3364,$28.69,Online Transaction,18563,ONLINE,,,4121,
7475823,2010-01-01 07:09:00,303,149,$100.07,Swipe Transaction,20561,Windsor,CO,80550.0,5912,
7475824,2010-01-01 07:09:00,354,4518,$5.76,Swipe Transaction,10210,Colorado Springs,CO,80918.0,5812,
7475825,2010-01-01 07:09:00,376,4704,$4.22,Swipe Transaction,28395,Westville,NJ,8093.0,5541,
7475827,2010-01-01 07:09:00,990,5038,$2.17,Swipe Transaction,14528,Donaldsonville,LA,70346.0,5499,
7475828,2010-01-01 07:09:00,1094,3755,$80.00,Swipe Transaction,27092,Boyne City,MI,49712.0,4829,
7475829,2010-01-01 07:09:00,1362,0,$-66.00,Swipe Transaction,59935,Bladensburg,MD,20710.0,5499,
7475830,2010-01-01 07:09:00,1813,101,$3.48,Swipe Transaction,35451,White House,TN,37188.0,5812,
7475831,2010-01-01 07:09:00,1872,2917,$3.84,Swipe Transaction,22204,Bayport,NY,11705.0,5541,
7475832,2010-01-01 07:10:00,126,5497,$7.65,Swipe Transaction,46284,Little Rock,AR,72212.0,5411,
7475833,2010-01-01 07:10:00,487,2024,$22.08,Online Transaction,39021,ONLINE,,,4784,
7475834,2010-01-01 07:10:00,846,3886,$24.02,Swipe Transaction,5030,Red Oak,IA,51566.0,5411,
7475835,2010-01-01 07:10:00,849,3823,$2.51,Swipe Transaction,50783,Philadelphia,PA,19116.0,5411,
7475836,2010-01-01 07:10:00,1391,36,$29.52,Online Transaction,18563,ONLINE,,,4121,
7475837,2010-01-01 07:11:00,14,5159,$9.44,Swipe Transaction,92883,Waipahu,HI,96797.0,5812,
7475838,2010-01-01 07:11:00,277,5864,$8.45,Swipe Transaction,75781,Calhoun City,MS,38916.0,5411,
7475839,2010-01-01 07:11:00,464,3233,$54.63,Online Transaction,39021,ONLINE,,,4784,
7475840,2010-01-01 07:11:00,1067,3382,$1.99,Swipe Transaction,40041,Derby,KS,67037.0,5411,
7475841,2010-01-01 07:11:00,1248,5787,$72.85,Swipe Transaction,73661,Thackerville,OK,73459.0,7995,
7475842,2010-01-01 07:11:00,1809,5830,$5.24,Swipe Transaction,30928,Delaplane,VA,20144.0,5541,
7475843,2010-01-01 07:11:00,1923,2041,$2.39,Swipe Transaction,75781,Crane,MO,65633.0,5411,
7475844,2010-01-01 07:12:00,176,2603,$9.42,Swipe Transaction,61195,Atlanta,GA,30317.0,5541,
7475845,2010-01-01 07:12:00,997,5046,$19.64,Swipe Transaction,83070,Chula Vista,CA,91913.0,4121,
7475846,2010-01-01 07:12:00,1245,4498,$156.29,Swipe Transaction,82981,Gloucester,VA,23061.0,5912,
7475847,2010-01-01 07:12:00,1899,5969,$8.03,Swipe Transaction,99695,Snohomish,WA,98290.0,5411,
7475848,2010-01-01 07:13:00,997,5825,$1.45,Swipe Transaction,14528,Chula Vista,CA,91913.0,5499,
7475849,2010-01-01 07:13:00,1406,3883,$1.31,Swipe Transaction,67296,Tulsa,OK,74110.0,5912,
7475850,2010-01-01 07:13:00,1484,3209,$0.48,Swipe Transaction,59935,Tucson,AZ,85749.0,5499,
7475851,2010-01-01 07:13:00,1827,4546,$16.03,Online Transaction,85247,ONLINE,,,5815,
7475852,2010-01-01 07:14:00,46,2925,$78.14,Swipe Transaction,50867,Kew Gardens,NY,11415.0,5541,
7475854,2010-01-01 07:15:00,827,2836,$149.43,Online Transaction,73186,ONLINE,,,4814,
7475855,2010-01-01 07:15:00,1305,2026,$-94.00,Swipe Transaction,22204,Millington,TN,38053.0,5541,
7475856,2010-01-01 07:15:00,1512,3689,$1.72,Swipe Transaction,14528,Indianapolis,IN,46236.0,5499,
7475857,2010-01-01 07:15:00,1873,4110,$46.51,Online Transaction,41122,ONLINE,,,4784,
7475858,2010-01-01 07:16:00,1433,203,$144.70,Swipe Transaction,47456,Mobile,AL,36695.0,7996,
7475859,2010-01-01 07:16:00,1595,2472,$6.77,Swipe Transaction,50783,Bronx,NY,10466.0,5411,
7475860,2010-01-01 07:16:00,1629,4290,$3.23,Swipe Transaction,59935,Fort Lauderdale,FL,33313.0,5499,
7475861,2010-01-01 07:17:00,203,5375,$103.92,Swipe Transaction,81833,Islandton,SC,29929.0,5912,
7475862,2010-01-01 07:17:00,563,5074,$45.15,Online Transaction,39021,ONLINE,,,4784,
7475863,2010-01-01 07:17:00,1362,0,$94.58,Swipe Transaction,59935,Bladensburg,MD,20710.0,5499,
7475864,2010-01-01 07:17:00,1534,4250,$5.35,Swipe Transaction,93508,Cherry Hill,NJ,8003.0,5411,
7475865,2010-01-01 07:17:00,1687,2509,$24.82,Online Transaction,16798,ONLINE,,,4121,
7475867,2010-01-01 07:18:00,60,2799,$39.63,Swipe Transaction,83434,Sodus Point,NY,14555.0,7538,
7475868,2010-01-01 07:18:00,128,5048,$1.78,Swipe Transaction,17493,Houston,TX,77061.0,5812,
7475869,2010-01-01 07:18:00,1774,4516,$60.00,Swipe Transaction,27092,Minneapolis,MN,55427.0,4829,
7475870,2010-01-01 07:19:00,141,3028,$41.64,Swipe Transaction,69410,Hearne,TX,77859.0,5655,
7475871,2010-01-01 07:19:00,1156,175,$180.00,Swipe Transaction,27092,West New York,NJ,7093.0,4829,
7475872,2010-01-01 07:19:00,1398,216,$33.66,Online Transaction,39021,ONLINE,,,4784,
7475873,2010-01-01 07:20:00,437,3271,$-90.00,Swipe Transaction,61195,Arnold,MD,21012.0,5541,
7475874,2010-01-01 07:20:00,1075,3287,$18.99,Swipe Transaction,12614,Louisville,KY,40299.0,4121,
7475875,2010-01-01 07:20:00,1261,4121,$42.57,Online Transaction,73186,ONLINE,,,4814,
7475876,2010-01-01 07:20:00,1382,2838,$-64.00,Swipe Transaction,59935,Dallas,TX,75254.0,5499,
7475877,2010-01-01 07:20:00,1910,3288,$10.22,Swipe Transaction,25887,Bradenton,FL,34203.0,5814,
7475878,2010-01-01 07:21:00,148,5851,$8.60,Swipe Transaction,43293,Bristol,NH,3222.0,5499,
7475879,2010-01-01 07:21:00,954,5586,$60.00,Swipe Transaction,27092,Riverside,CA,92508.0,4829,
7475880,2010-01-01 07:21:00,1969,5549,$2.24,Swipe Transaction,21842,Bradenton,FL,34212.0,5411,
7475881,2010-01-01 07:22:00,843,184,$37.54,Swipe Transaction,89462,Terre Haute,IN,47805.0,5300,Insufficient Balance
7475882,2010-01-01 07:22:00,1424,4710,$72.00,Swipe Transaction,59935,Kingman,AZ,86401.0,5499,Insufficient Balance
7475884,2010-01-01 07:23:00,53,3267,$103.29,Swipe Transaction,30286,Sutter Creek,CA,95685.0,4814,
7475885,2010-01-01 07:23:00,704,2945,$4.64,Swipe Transaction,69972,Mount Kisco,NY,10549.0,5814,
7475886,2010-01-01 07:23:00,1296,3665,$17.51,Online Transaction,39021,ONLINE,,,4784,
7475887,2010-01-01 07:23:00,1356,4752,$1.50,Swipe Transaction,20986,Colfax,WI,54730.0,5411,
7475888,2010-01-01 07:24:00,655,2133,$1.69,Swipe Transaction,94761,Lorain,OH,44052.0,5812,
7475889,2010-01-01 07:24:00,843,184,$44.26,Swipe Transaction,89462,Terre Haute,IN,47805.0,5300,
7475890,2010-01-01 07:24:00,987,4146,$32.78,Online Transaction,39021,ONLINE,,,4784,
7475892,2010-01-01 07:25:00,46,2925,$73.00,Swipe Transaction,50867,Kew Gardens,NY,11415.0,5541,
7475893,2010-01-01 07:25:00,437,3271,$71.52,Swipe Transaction,61195,Arnold,MD,21012.0,5541,
7475895,2010-01-01 07:25:00,1435,4294,$70.92,Swipe Transaction,27601,Alpharetta,GA,30004.0,7538,
